name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.77528972943772
Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,5,16.95,1498,97.7,134.0,13.217673557208654
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,5,17.0,1497,121.36,150.0,13.721199878493033
Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.765688433465597
Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,7,12.83,2696,162.0,340.0,13.710150042306449
Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,7,17.21,1493,100.0,240.0,12.611537753638338
Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,5,21.1,1248,73.9,190.0,12.429216196844383
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,259.9,13.9108207377686
Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.506177237980511
Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,7,20.77,1248,88.76,200.0,13.369223455335854
Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.38472764187182
Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,5,15.37,1196,73.0,101.0,12.923909999653127
Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,5,17.92,1086,62.1,96.1,12.013700752882718
Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,5,13.2,1495,94.0,4905.0,11.289781913656018
Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.190022025878143
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.57,200.0,13.458835614025542
Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,13.217673557208654
Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,5,19.0,1199,88.76,110.0,13.42984807715229
Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,5,20.36,1197,78.9,111.8,12.206072645530174
Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74.0,190.0,13.122363377404328
Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,200.0,13.815510557964274
Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,5,14.2,1341,82.9,1962.0,11.608235644774552
Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,5,18.5,1197,80.0,111.834,12.676076274775909
Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.225243392518447
Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,5,20.4,1197,83.11,113.0,12.765688433465597
Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,5,19.4,1405,70.0,135.4,12.043553716032399
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,219.7,13.592367006650065
Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,5,26.8,1248,74.0,190.0,13.122363377404328
Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,7,17.6,2179,153.86,400.0,14.137594057133388
Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,8,17.3,1497,121.0,300.0,14.077874822431765
Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.3,259.9,13.180632285528304
Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74.0,190.0,12.793859310432293
Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,12.644327576461329
Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,5,26.0,1498,98.6,200.0,13.493926933836812
Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,12.736700896592344
Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,5,25.4,1186,73.97,190.25,13.217673557208654
Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69.0,140.0,12.84792653170257
Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,5,17.97,1498,99.6,134.0,12.765688433465597
Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.86,117.0,13.321214236149494
Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,5,20.85,1197,83.14,115.0,13.17115354157376
Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,7,12.8,2494,102.0,33354.0,13.081541382884074
Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,6,16.55,2498,105.0,247.0,13.567049198665774
Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,5,19.3,1248,73.9,190.0,12.676076274775909
Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,5,20.4,1197,81.8,113.0,12.834681304952548
Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,5,19.02,1198,67.05,104.0,12.611537753638338
Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,5,22.54,1396,88.73,219.7,13.122363377404328
Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,9,12.05,2179,120.0,290.0,12.909170156943286
Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69.0,140.0,12.765688433465597
Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,140.0,12.84792653170257
Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,5,19.4,1198,86.8,109.0,12.721885810807203
Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,5,18.9,1197,82.0,114.0,13.049792684569493
Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,5,21.02,1248,88.76,200.0,12.577636201962656
Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.608235644774552
Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63.0,180.0,12.254862809699606
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,5,17.9,2143,170.0,400.0,15.341566861459324
Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,8,16.8,796,34.2,59.0,12.301382825334498
Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,5,18.9,1197,82.0,114.0,13.017002861746503
Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,5,16.95,1197,78.9,111.8,12.577636201962656
Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,5,16.95,1197,78.9,111.8,12.487485104968359
Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,5,18.6,1197,85.8,114.0,12.706847933442663
Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,195.0,13.142164043914272
Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,5,17.1,1591,121.3,154.9,13.122363377404328
Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,5,17.19,1197,81.86,114.73,13.17115354157376
Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,5,21.01,1197,81.8,113.0,13.422467969854667
Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,5,17.0,1197,80.0,111.834,12.611537753638338
Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.407564949312402
Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,5,19.1,1197,85.8,114.0,12.921470435024938
Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,5,24.0,1120,70.0,160.0,12.886641043883259
Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,12.2783933071098
Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,5,18.6,1199,79.4,108.0,11.695247021764184
Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,5,20.3,1199,84.0,114.0,13.37700559577791
Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,4,16.1,796,37.0,59.0,11.302204433654575
Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,5,25.6,1498,97.9,200.0,14.077874822431765
Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,5,25.6,1498,97.9,200.0,14.038654109278484
Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,7,16.02,1373,93.7,130.0,13.190022025878143
Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,5,19.01,1461,108.5,248.0,13.226723392728571
Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.3,145.0,13.493926933836812
Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,12.611537753638338
Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.345830240069793
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,8,12.99,2494,100.6,200.0,13.592367006650065
Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,90.0,12.923909999653127
Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,5,21.38,1396,88.7,219.7,14.006130917572923
Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.89921982609012
Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,5,24.0,1186,73.97,190.24,13.16158409055761
Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,5,21.4,1197,83.1,115.0,13.38472764187182
Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,5,16.1,1298,88.2,4905.0,12.691580461311874
Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,5,17.4,1197,85.8,114.0,12.948009990259552
Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,5,17.3,993,60.0,78.0,11.082142548877775
Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,90.0,12.768541502448002
Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102.0,33354.0,12.909170156943286
Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,5,21.1,1248,73.9,190.0,12.128111104060462
Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,5,23.08,1461,63.1,160.0,12.429216196844383
Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,5,17.3,993,60.0,78.0,11.002099841204238
Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,5,17.1,1591,121.3,154.9,13.122363377404328
Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,5,18.2,998,67.1,90.0,11.350406535472453
Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,11.350406535472453
Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.7,796,46.3,62.0,11.350406535472453
Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,5,19.0,998,66.1,90.0,11.77528972943772
Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,7,20.77,1248,88.76,200.0,13.081541382884074
Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,5,17.8,1248,75.0,190.0,12.043553716032399
Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,5,23.08,1461,63.1,160.0,12.524526376648708
Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,5,18.9,998,67.1,90.0,11.396391648714276
Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,5,20.0,1399,68.0,160.0,12.043553716032399
Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,5,17.01,1582,126.2,259.9,13.9108207377686
Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,5,22.0,1197,81.8,113.0,13.321214236149494
Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,5,20.63,1198,67.0,104.0,12.721885810807203
Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,7,14.24,2755,174.5,420.0,14.914122846632385
Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,5,20.71,799,53.26,72.0,12.873902018105829
Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,5,18.5,1198,86.8,109.0,12.691580461311874
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,5,17.0,1198,73.75,110.0,13.369223455335854
Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,5,16.95,1498,97.7,134.0,13.017002861746503
Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,5,23.59,1364,67.06,170.0,12.89921982609012
Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,5,20.36,1197,78.9,111.8,12.2783933071098
Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,5,20.45,1461,83.8,200.0,13.253391639810733
Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,7,15.1,2179,140.0,330.0,13.42984807715229
Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,7,12.8,2494,102.0,33354.0,12.691580461311874
Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,5,15.64,1193,64.08,100.0,11.918390573078392
Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,5,14.5,1797,147.5,177.5,13.444446876573442
Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,4,25.4,624,37.5,51.0,11.06663836234181
Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,5,23.08,1461,63.1,160.0,12.429216196844383
Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,90.0,11.082142548877775
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74.0,190.0,13.217673557208654
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.611537753638338
Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,5,16.34,1798,189.3,250.0,13.592367006650065
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,320.0,13.128345449081877
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,5,21.79,998,67.05,90.0,12.323855681186558
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,5,27.39,1248,74.0,190.0,13.514405465180353
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,5,18.2,1199,88.7,110.0,13.217673557208654
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7,12.99,2494,100.6,200.0,13.527828485512494
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5,22.0,1197,81.8,113.0,13.38472764187182
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,5,16.78,1496,88.73,132.0,13.345506928718539
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,5,22.0,1197,81.8,113.0,13.304684934198283
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,5,24.0,1186,73.97,190.24,13.017002861746503
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190.0,400.0,15.520258650202699
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5,19.0,1199,88.76,110.0,13.565766324852886
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,5,16.8,1984,150.0,350.0,14.721750953984929
Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,12.487485104968359
Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,5,11.1,2354,158.8,218.0,13.122363377404328
Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74.0,190.0,13.081541382884074
Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,5,22.32,1582,126.32,259.8,13.190022025878143
Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102.0,33354.0,12.429216196844383
Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,5,21.5,1248,88.8,200.0,12.611537753638338
Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,5,16.8,1493,110.0,7357.5,12.736700896592344
Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,69.0,12.388394202324129
Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,5,18.0,1497,117.6,145.0,13.897090544956697
Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,5,28.4,1248,74.02,190.0,13.527828485512494
Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,5,17.0,1405,70.0,4905.0,11.461632170582678
Maruti Eeco CNG 5 Seater AC,2020,409999,35000,CNG,Individual,Manual,First Owner,5,14.615999999999998,1196,61.7,85.0,12.923909999653127
Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,90.0,12.2783933071098
Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,7,16.0,2179,140.0,330.0,14.070152776337855
Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,90.0,11.918390573078392
Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.691580461311874
Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,5,15.1,1196,73.0,101.0,12.468436909997665
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,5,18.0,1969,190.0,400.0,15.150511624696614
Honda Amaze S CVT Diesel BSIV,2019,700000,40000,Diesel,Individual,Automatic,First Owner,5,23.8,1498,78.9,160.0,13.458835614025542
Hyundai Creta 1.4 CRDi Base,2017,950000,45000,Diesel,Individual,Manual,First Owner,5,21.38,1396,88.7,219.7,13.764217263576723
Maruti Alto LXi BSIII,2010,160000,80000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,62.0,11.982929094215963
Hyundai Xcent 1.1 CRDi S Option,2015,409999,135000,Diesel,Individual,Manual,Second Owner,5,24.4,1120,71.01,180.4,12.923909999653127
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,840000,120000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,200.0,13.641157170819497
Toyota Etios Liva Diesel,2013,450000,67000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.1,170.0,13.017002861746503
Maruti Swift Dzire ZDI Plus,2017,900000,50000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.710150042306449
Toyota Innova 2.5 V Diesel 7-seater,2008,570000,134000,Diesel,Individual,Manual,Second Owner,7,12.8,2494,102.0,33354.0,13.253391639810733
Nissan Micra Diesel XV,2011,254999,110000,Diesel,Individual,Manual,Second Owner,5,23.08,1461,63.1,160.0,12.449014902564246
Maruti 800 AC BSIII,2009,130000,40000,Petrol,Individual,Manual,First Owner,4,16.1,796,37.0,59.0,11.77528972943772
Maruti Swift Dzire VDI,2013,530000,120000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74.0,190.0,13.180632285528304
Volkswagen Polo 1.5 TDI Highline,2015,520000,110000,Diesel,Individual,Manual,Second Owner,5,20.14,1498,88.8,230.0,13.16158409055761
Mahindra Verito 1.5 D2 BSIII,2011,229999,170000,Diesel,Individual,Manual,Second Owner,5,21.0,1461,64.1,160.0,12.345830240069793
